"","gwf_cowcode","year","gwf_country","gwf_casename","gwf_startdate","gwf_enddate","gwf_spell","gwf_duration","gwf_fail","gwf_fail_subsregime","gwf_fail_type","gwf_fail_violent","gwf_regimetype","gwf_party","gwf_personal","gwf_military","gwf_monarch","extended_country_name","GWn","cown","in_GW_system"
"1",40,1953,"Cuba","Cuba 52-59",1952-03-10,1959-01-01,7,1,0,0,0,0,"personal",0,1,0,0,"Cuba",40,40,TRUE
"2",40,1954,"Cuba","Cuba 52-59",1952-03-10,1959-01-01,7,2,0,0,0,0,"personal",0,1,0,0,"Cuba",40,40,TRUE
"3",40,1955,"Cuba","Cuba 52-59",1952-03-10,1959-01-01,7,3,0,0,0,0,"personal",0,1,0,0,"Cuba",40,40,TRUE
"4",40,1956,"Cuba","Cuba 52-59",1952-03-10,1959-01-01,7,4,0,0,0,0,"personal",0,1,0,0,"Cuba",40,40,TRUE
"5",40,1957,"Cuba","Cuba 52-59",1952-03-10,1959-01-01,7,5,0,0,0,0,"personal",0,1,0,0,"Cuba",40,40,TRUE
"6",40,1958,"Cuba","Cuba 52-59",1952-03-10,1959-01-01,7,6,0,0,0,0,"personal",0,1,0,0,"Cuba",40,40,TRUE
"7",40,1959,"Cuba","Cuba 52-59",1952-03-10,1959-01-01,7,7,1,2,6,4,"personal",0,1,0,0,"Cuba",40,40,TRUE
"8",40,1960,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,1,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"9",40,1961,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,2,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"10",40,1962,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,3,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"11",40,1963,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,4,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"12",40,1964,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,5,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"13",40,1965,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,6,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"14",40,1966,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,7,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"15",40,1967,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,8,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"16",40,1968,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,9,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"17",40,1969,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,10,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"18",40,1970,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,11,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"19",40,1971,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,12,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"20",40,1972,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,13,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"21",40,1973,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,14,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"22",40,1974,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,15,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"23",40,1975,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,16,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"24",40,1976,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,17,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"25",40,1977,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,18,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"26",40,1978,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,19,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"27",40,1979,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,20,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"28",40,1980,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,21,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"29",40,1981,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,22,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"30",40,1982,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,23,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"31",40,1983,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,24,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"32",40,1984,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,25,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"33",40,1985,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,26,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"34",40,1986,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,27,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"35",40,1987,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,28,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"36",40,1988,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,29,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"37",40,1989,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,30,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"38",40,1990,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,31,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"39",40,1991,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,32,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"40",40,1992,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,33,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"41",40,1993,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,34,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"42",40,1994,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,35,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"43",40,1995,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,36,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"44",40,1996,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,37,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"45",40,1997,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,38,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"46",40,1998,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,39,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"47",40,1999,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,40,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"48",40,2000,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,41,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"49",40,2001,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,42,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"50",40,2002,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,43,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"51",40,2003,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,44,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"52",40,2004,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,45,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"53",40,2005,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,46,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"54",40,2006,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,47,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"55",40,2007,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,48,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"56",40,2008,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,49,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"57",40,2009,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,50,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"58",40,2010,"Cuba","Cuba 59-NA",1959-01-01,2010-12-31,51,51,0,0,0,0,"party-personal",1,0,0,0,"Cuba",40,40,TRUE
"59",41,1946,"Haiti","Haiti 41-46",1941-06-05,1946-01-11,5,5,1,1,4,2,"personal",0,1,0,0,"Haiti",41,41,TRUE
"60",41,1951,"Haiti","Haiti 50-56",1950-05-10,1956-12-12,6,1,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"61",41,1952,"Haiti","Haiti 50-56",1950-05-10,1956-12-12,6,2,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"62",41,1953,"Haiti","Haiti 50-56",1950-05-10,1956-12-12,6,3,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"63",41,1954,"Haiti","Haiti 50-56",1950-05-10,1956-12-12,6,4,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"64",41,1955,"Haiti","Haiti 50-56",1950-05-10,1956-12-12,6,5,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"65",41,1956,"Haiti","Haiti 50-56",1950-05-10,1956-12-12,6,6,1,2,4,2,"personal",0,1,0,0,"Haiti",41,41,TRUE
"66",41,1958,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,1,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"67",41,1959,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,2,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"68",41,1960,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,3,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"69",41,1961,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,4,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"70",41,1962,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,5,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"71",41,1963,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,6,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"72",41,1964,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,7,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"73",41,1965,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,8,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"74",41,1966,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,9,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"75",41,1967,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,10,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"76",41,1968,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,11,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"77",41,1969,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,12,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"78",41,1970,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,13,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"79",41,1971,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,14,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"80",41,1972,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,15,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"81",41,1973,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,16,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"82",41,1974,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,17,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"83",41,1975,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,18,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"84",41,1976,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,19,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"85",41,1977,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,20,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"86",41,1978,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,21,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"87",41,1979,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,22,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"88",41,1980,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,23,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"89",41,1981,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,24,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"90",41,1982,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,25,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"91",41,1983,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,26,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"92",41,1984,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,27,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"93",41,1985,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,28,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"94",41,1986,"Haiti","Haiti 57-86",1957-06-14,1986-02-07,29,29,1,2,4,3,"personal",0,1,0,0,"Haiti",41,41,TRUE
"95",41,1987,"Haiti","Haiti 86-88",1986-02-07,1988-09-17,2,1,0,0,0,0,"military",0,0,1,0,"Haiti",41,41,TRUE
"96",41,1988,"Haiti","Haiti 86-88",1986-02-07,1988-09-17,2,2,1,2,5,2,"military",0,0,1,0,"Haiti",41,41,TRUE
"97",41,1989,"Haiti","Haiti 88-90",1988-09-17,1990-03-10,2,1,0,0,0,0,"military-personal",0,0,1,0,"Haiti",41,41,TRUE
"98",41,1990,"Haiti","Haiti 88-90",1988-09-17,1990-03-10,2,2,1,1,3,1,"military-personal",0,0,1,0,"Haiti",41,41,TRUE
"99",41,1992,"Haiti","Haiti 91-94",1991-09-30,1994-10-12,3,1,0,0,0,0,"military",0,0,1,0,"Haiti",41,41,TRUE
"100",41,1993,"Haiti","Haiti 91-94",1991-09-30,1994-10-12,3,2,0,0,0,0,"military",0,0,1,0,"Haiti",41,41,TRUE
"101",41,1994,"Haiti","Haiti 91-94",1991-09-30,1994-10-12,3,3,1,1,7,1,"military",0,0,1,0,"Haiti",41,41,TRUE
"102",41,2000,"Haiti","Haiti 99-04",1999-01-12,2004-02-29,5,1,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"103",41,2001,"Haiti","Haiti 99-04",1999-01-12,2004-02-29,5,2,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"104",41,2002,"Haiti","Haiti 99-04",1999-01-12,2004-02-29,5,3,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"105",41,2003,"Haiti","Haiti 99-04",1999-01-12,2004-02-29,5,4,0,0,0,0,"personal",0,1,0,0,"Haiti",41,41,TRUE
"106",41,2004,"Haiti","Haiti 99-04",1999-01-12,2004-02-29,5,5,1,1,6,4,"personal",0,1,0,0,"Haiti",41,41,TRUE
"107",42,1946,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,16,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"108",42,1947,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,17,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"109",42,1948,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,18,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"110",42,1949,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,19,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"111",42,1950,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,20,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"112",42,1951,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,21,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"113",42,1952,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,22,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"114",42,1953,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,23,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"115",42,1954,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,24,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"116",42,1955,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,25,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"117",42,1956,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,26,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"118",42,1957,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,27,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"119",42,1958,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,28,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"120",42,1959,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,29,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"121",42,1960,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,30,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"122",42,1961,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,31,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"123",42,1962,"Dominican Rep","Dominican Rep 30-62",1930-02-23,1962-01-16,32,32,1,2,5,1,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"124",42,1964,"Dominican Rep","Dominican Rep 63-65",1963-09-26,1965-04-24,2,1,0,0,0,0,"military",0,0,1,0,"Dominican Republic",42,42,TRUE
"125",42,1965,"Dominican Rep","Dominican Rep 63-65",1963-09-26,1965-04-24,2,2,1,2,6,4,"military",0,0,1,0,"Dominican Republic",42,42,TRUE
"126",42,1967,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,1,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"127",42,1968,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,2,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"128",42,1969,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,3,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"129",42,1970,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,4,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"130",42,1971,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,5,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"131",42,1972,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,6,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"132",42,1973,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,7,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"133",42,1974,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,8,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"134",42,1975,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,9,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"135",42,1976,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,10,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"136",42,1977,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,11,0,0,0,0,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"137",42,1978,"Dominican Rep","Dominican Rep 66-78",1966-06-01,1978-05-16,12,12,1,1,2,1,"personal",0,1,0,0,"Dominican Republic",42,42,TRUE
"138",70,1946,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,31,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"139",70,1947,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,32,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"140",70,1948,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,33,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"141",70,1949,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,34,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"142",70,1950,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,35,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"143",70,1951,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,36,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"144",70,1952,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,37,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"145",70,1953,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,38,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"146",70,1954,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,39,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"147",70,1955,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,40,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"148",70,1956,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,41,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"149",70,1957,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,42,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"150",70,1958,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,43,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"151",70,1959,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,44,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"152",70,1960,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,45,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"153",70,1961,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,46,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"154",70,1962,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,47,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"155",70,1963,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,48,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"156",70,1964,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,49,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"157",70,1965,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,50,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"158",70,1966,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,51,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"159",70,1967,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,52,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"160",70,1968,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,53,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"161",70,1969,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,54,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"162",70,1970,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,55,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"163",70,1971,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,56,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"164",70,1972,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,57,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"165",70,1973,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,58,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"166",70,1974,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,59,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"167",70,1975,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,60,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"168",70,1976,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,61,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"169",70,1977,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,62,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"170",70,1978,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,63,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"171",70,1979,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,64,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"172",70,1980,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,65,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"173",70,1981,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,66,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"174",70,1982,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,67,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"175",70,1983,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,68,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
"176",70,1984,"Mexico","Mexico 15-00",1915-08-02,2000-07-02,85,69,0,0,0,0,"party-based",1,0,0,0,"Mexico",70,70,TRUE
